sequence_id,split,image_id,frame_index,timestamp_s,camera_view,annotations,remote_path,download_url,local_path,annotation_status,preannotation_source
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,413,612,25.500,aerial,390,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000612.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000612.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000612.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,421,708,29.500,aerial,398,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000708.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000708.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000708.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,429,804,33.500,aerial,401,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000804.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000804.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000804.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,438,912,38.000,aerial,394,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000912.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000912.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000912.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,446,1008,42.000,aerial,398,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001008.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001008.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001008.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,455,1116,46.500,aerial,385,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001116.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001116.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001116.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,463,1212,50.500,aerial,401,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001212.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001212.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001212.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,472,1320,55.000,aerial,392,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001320.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001320.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001320.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,480,1416,59.000,aerial,395,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001416.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001416.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001416.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,489,1524,63.500,aerial,405,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001524.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001524.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001524.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,497,1620,67.500,aerial,399,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001620.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001620.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001620.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,505,1716,71.500,aerial,390,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001716.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001716.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001716.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,514,1824,76.000,aerial,375,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001824.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001824.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001824.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,522,1920,80.000,aerial,387,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001920.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001920.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001920.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,531,2028,84.500,aerial,391,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002028.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002028.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002028.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,539,2124,88.500,aerial,384,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002124.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002124.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002124.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,548,2232,93.000,aerial,398,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002232.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002232.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002232.jpg,needs_manual_review,Grand Bassin machine-generated COCO
stream_gbassinexch1.stream_2023-02-16_16-25-12,holdout,556,2328,97.000,aerial,386,stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002328.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002328.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0002328.jpg,needs_manual_review,Grand Bassin machine-generated COCO
